order_id,user_id,estimated arrival,transaction_date
7988fe5c-ef90-41b3-8e35-4f36789ae2c6,USER15053,6days,2020-05-12
3782730a-9393-4e79-b0dd-2eed8c7f36f9,USER35736,13days,2020-04-06
5fcad661-b4f0-4e6f-be2e-d62f761f3c2f,USER43872,9days,2020-01-26
39c83a58-1646-4980-83a6-1a88780c6bdf,USER52300,4days,2020-05-28
584d66da-cb8f-4343-a668-2439a357bc43,USER28189,6days,2020-04-23
34cf14d8-b423-41d1-85be-e1fa03a61d67,USER02886,15days,2020-03-06
4204b942-1234-43ef-b1e7-e70a7c43c309,USER54027,13days,2020-06-29
3a48d666-cace-49d9-bf24-c9491175547b,USER09857,12days,2020-02-12
5fa2afb0-307b-4ce1-b014-2b4c6d1dfbe9,USER13630,13days,2020-04-21
faae3d38-95db-40e6-b0dc-6308d056b75c,USER26461,11days,2020-05-18
29bb50dd-48e6-440d-a7f6-d64cd02d9b3f,USER56846,7days,2020-05-05
8b651f68-5e40-4ee8-a9d2-4fbaa0926b97,USER19545,11days,2020-05-11
cf6f3c9f-288f-48a2-92a7-204ceba09a24,USER56935,12days,2020-05-14
f689348c-40d4-41de-a8fe-26e9b5f45311,USER43849,14days,2020-04-06
4ba93433-45f1-44a0-80e1-317c5bb89e26,USER60001,14days,2020-06-17
45f1b37d-740c-49ad-a1b1-825dab7d0d0b,USER36902,13days,2020-03-28
9ffed3a8-36c2-4bba-89e6-18645f9dcb18,USER16036,11days,2020-04-08
e1fb00dc-598c-4709-a07b-a27f98f0d279,USER56440,11days,2020-01-26
29f5b286-077a-4486-9f5a-efb48fdf8335,USER04832,13days,2020-06-28
ba9ac71a-57a0-4975-afcb-09f73a88bfa1,USER43033,4days,2020-02-23
e9818e90-5973-460b-8278-7d6e9ebaa632,USER23492,10days,2020-05-06
d77935d0-589a-4972-973f-8602ff16e98e,USER00964,15days,2020-03-23
11306004-9443-4ac5-84db-9d5de0a19975,USER25078,8days,2020-02-08
78e64e94-1812-4b8c-bd2c-f11ab05c2e8b,USER62752,11days,2020-05-04
775eb733-d726-4ea9-8a72-7e575a565c5d,USER11738,11days,2020-04-25
470999b3-e9d0-4433-975f-b67aff47f318,USER62597,7days,2020-05-17
3fbcadce-536c-4e9d-b8a3-7e0fc099f0b8,USER10028,7days,2020-06-14
a4129d9c-6983-4091-ae86-398a41ae5281,USER53902,6days,2020-05-09
58495728-e78e-46d9-b11e-501ebfbd5f67,USER03115,12days,2020-05-17
735cca5b-69a1-4a24-84ab-584841782951,USER21880,10days,2020-06-02
fd604413-a338-4d2f-9154-1ec0cc8551f3,USER41429,5days,2020-06-02
30321b23-4b0b-42a4-b638-5bdf1f3497c8,USER49641,15days,2020-04-13
9c728c1b-6a4c-4ba6-a23a-1033d19b7e05,USER05741,11days,2020-02-24
4d2ac172-73c4-4ead-8f4c-a94421428e1e,USER35346,7days,2020-02-07
9cbc2142-2b8a-4e78-853d-3b5c11b4381a,USER15301,3days,2020-06-02
f092eb27-3e8e-4bcb-ba9e-567665eb7012,USER50482,6days,2020-06-03
59779706-19a3-498e-86d5-c0e265b1a502,USER59918,6days,2020-01-13
a415ed64-8bb1-49d8-bdc2-51a9700d9f36,USER47840,4days,2020-01-05
052be42b-ade9-4b0a-84b1-4e9681da9d94,USER42986,14days,2020-01-21
9ee913b5-8b7f-44f5-b926-e9bd7e0ed922,USER59495,7days,2020-04-21
cce09c49-ba33-4d25-8d6d-07acd3726da5,USER60999,10days,2020-01-30
82697968-057b-4e2d-a6ca-e3202db5e273,USER60869,12days,2020-03-09
5a0f5ee9-39e3-4f0c-9aae-bd0bb3be7d0c,USER43033,3days,2020-06-19
51675681-3f12-429b-9a09-1a82103746f7,USER33308,10days,2020-06-22
ed8c56b1-56a9-4db3-a4e2-a3f6e2cc8c69,USER46069,5days,2020-03-09
a9e46ade-8c00-4e67-b202-f6aaae8a75f3,USER05883,14days,2020-05-18
270c527f-3a8b-4623-b1df-a539b84d8e8f,USER50680,15days,2020-02-11
8754e95d-1c22-4fa5-8a30-b5d90b7420ed,USER15501,9days,2020-04-19
60db2f38-a076-421e-b34f-d5469df7a206,USER63768,15days,2020-02-23
7b97d8be-2445-4141-a007-b7ffc483e11e,USER09918,12days,2020-04-23
26b0515c-34e9-4472-bf73-f7210ec8f53b,USER20227,14days,2020-01-03
cb645581-725a-473c-b3dc-76356d78ec1b,USER63286,8days,2020-03-25
0545f272-8662-4ac3-be1f-573658e754f5,USER23185,3days,2020-04-30
1334486c-5d88-43c7-9f48-9a2237439aad,USER43255,15days,2020-04-28
ca6714aa-cbd9-48da-b7a1-c405beaac317,USER18994,6days,2020-03-23
75293836-5703-4d02-afae-c8a230121423,USER60902,10days,2020-05-01
077173bd-2f90-4111-95ac-b3f16ee84d44,USER14468,11days,2020-02-21
48762b4d-1a73-4311-8e8e-755ca74877b1,USER18527,15days,2020-05-17
f5594cf9-503d-4f38-85e1-6e30f14a1ed6,USER16014,11days,2020-04-21
f23dff7c-ac59-4370-9127-502a18aa3b09,USER55264,12days,2020-06-28
2124a3e5-fd54-46e9-b34f-91d96e27eb83,USER65187,10days,2020-05-08
c47cfdbc-0408-4dbd-8f45-87fef7b0d76c,USER51237,4days,2020-05-11
aee6f858-383d-460a-8dfc-4736daa5a003,USER40697,7days,2020-03-14
aa0b4676-bc0a-47f5-a868-25b57c8c6189,USER35605,12days,2020-03-19
731c5684-5a4d-4971-8383-59559b36e661,USER33291,10days,2020-04-17
5c7a0a76-7b09-4225-a9ea-332f273090aa,USER25186,10days,2020-02-15
3e41839e-3190-4e8d-8f5c-1c9b040e82b6,USER32702,8days,2020-01-26
d165ac5b-3959-4b3d-97b8-b0e9a735bfe3,USER06120,5days,2020-04-10
7353e34c-5680-48be-a4e2-c9d1cea4d1a7,USER18756,4days,2020-05-13
62bdbf04-58fc-4477-9b61-2fba3f3340e8,USER43387,7days,2020-01-15
0f42119d-9ade-4730-9904-4fbdd2844f8c,USER30216,12days,2020-05-31
eae55fff-77db-4f0a-8829-bdd0b237afd8,USER29028,6days,2020-02-15
300d5501-e26d-4780-bd26-4b99cd0b5ab6,USER00914,12days,2020-01-02
26513ec4-92d3-4547-ba27-cb0a0e9b28d6,USER58885,15days,2020-02-09
1ce159d0-e4dd-4a74-b11d-9f27464d1c4a,USER15301,11days,2020-03-10
76078623-fdd4-41bd-a33a-77a2cb0567b1,USER35501,12days,2020-06-23
0365d43c-0494-4955-bb7f-4474530c5414,USER61020,11days,2020-04-07
ca0e361a-8ad7-4fe8-93f0-52135aec5f3a,USER45821,3days,2020-03-11
77674eb0-48ce-475c-b4b6-9dfefae1bf91,USER09006,8days,2020-01-02
83acf27c-d2eb-4305-b867-8400b4522561,USER51384,5days,2020-04-22
fc50185e-937c-4c6f-a5da-7780e382f052,USER39239,11days,2020-05-15
26d559f2-b49e-44ce-b0e9-17949266206c,USER00851,9days,2020-06-02
fdfaa456-a38f-45d5-afd9-4c12186e20d6,USER02848,7days,2020-01-29
efbe72ff-0263-4302-930f-345504191a49,USER64560,4days,2020-04-09
c39054cc-2cde-47fd-b5e7-44e00d5cd6ff,USER17873,11days,2020-01-14
103fe85e-e5c8-4dd2-8037-689873d28760,USER44940,8days,2020-05-10
3f6a326e-64a2-42a0-83e2-bcc0e1e5e353,USER16831,12days,2020-03-27
8db606aa-2146-405a-a23e-4d9cdf6b4205,USER53044,9days,2020-01-30
f489283d-53fb-40dd-9f2f-e760aa2060a3,USER21354,4days,2020-06-28
38704a6c-7525-4f40-b477-a40a51f6ab0f,USER39506,3days,2020-05-15
d8a378a1-2f17-43aa-85d8-cae20658b4e8,USER06204,3days,2020-01-24
fe40da6e-f940-4f82-af4c-0a43f0b204c5,USER60100,15days,2020-02-07
a6efce4b-fd73-4a3c-a1a9-72def3f96bf4,USER62920,11days,2020-04-29
461456a6-bf95-49c9-a7b9-e35c75496350,USER07553,3days,2020-01-24
002ed327-c1a9-4f48-b92a-8cbc5d8ace29,USER21988,10days,2020-01-09
d296ffaf-8539-48d5-99b9-1855facc101d,USER12116,3days,2020-06-27
f57791a3-2a95-4f47-84c0-327e563612bd,USER11440,15days,2020-05-26
f2e6ba3c-6334-4869-abb4-eeef76f4a6da,USER51275,11days,2020-01-17
173c60f5-1670-4b76-8568-1b7558a37ac8,USER44305,9days,2020-06-12
48476300-3044-4169-ad70-2c7a40767fa1,USER01192,4days,2020-04-04
f64436a5-0873-4186-a6fe-968479fe72ef,USER26418,8days,2020-01-17
5877b630-b6ad-4290-aed6-31f816f8606b,USER02674,12days,2020-05-18
530b7c78-4b1c-4e08-bafd-381305b3dfea,USER57291,13days,2020-04-11
f4b2df39-1d4a-43a0-9cda-139da470270b,USER42453,14days,2020-04-29
7cef41a5-8d43-4a47-8ec5-036e5b2ac754,USER62480,12days,2020-05-13
fb538fac-1031-46cc-99d3-ab529adca7d8,USER17516,3days,2020-03-07
9ba93588-ce70-4084-8c08-d184cb698dcf,USER14930,10days,2020-01-10
319974b9-beb9-44b9-83b4-1bd7926c5063,USER02335,5days,2020-05-07
c0579055-aac5-4409-83a7-0ddb8d19731a,USER50648,10days,2020-03-25
06a365a0-8b1a-41e9-8d3f-b88147fa002e,USER07712,11days,2020-02-01
2e5e1363-320a-4c4c-9f88-4dc52f0e46b7,USER51825,12days,2020-01-14
93a95ff9-7d7a-469f-a6ce-eff4414abfb2,USER28052,6days,2020-03-30
516d8c08-4333-4fab-be76-f0806d8f07bd,USER60450,9days,2020-05-14
20dd22ad-75f2-4cff-ba5b-784f52f2fef5,USER07127,9days,2020-06-09
2527511a-2b52-4423-b3c2-9c3500ddf09d,USER48280,5days,2020-04-12
68da40c9-e141-448b-a231-c800892e0d12,USER13476,7days,2020-02-14
a14d8e00-948f-4f69-8df5-490e2fb361b4,USER24171,4days,2020-04-10
73a08116-1e02-48ff-853d-bad756041721,USER63360,15days,2020-06-09
6ba2f361-1ead-48f0-8500-ca3e399dae4e,USER38998,14days,2020-05-05
f6f38280-d6c8-44bb-9452-06c01d705ad4,USER09015,13days,2020-01-08
ffae0313-5629-4391-b6a1-c3ea94087043,USER43491,8days,2020-05-25
847e8cbd-39b0-4167-be2b-6b0d448ce6d1,USER04779,6days,2020-06-14
18f4e850-daee-4bd3-aef7-49c34b17ca76,USER22851,5days,2020-01-18
75aac009-2238-4291-81ee-3413685fcec9,USER19334,8days,2020-01-24
feb21361-d6cb-48ec-bdac-6e5093d9827f,USER09298,10days,2020-06-20
691543b3-562f-4fcd-ada0-adc2120b3652,USER27541,8days,2020-04-02
8c0b07d2-5cda-4e4c-96c2-60b390f7ccf4,USER20808,3days,2020-05-29
625e8d6e-2df3-4b17-9217-0e4cc652abba,USER00473,6days,2020-02-18
62e0d226-7f1e-4070-a847-cdcbf0f7d3d4,USER41472,8days,2020-01-20
88bb5588-e57e-4d85-8dea-afe07e9624f1,USER10888,9days,2020-02-14
51a682e5-4f16-4cf8-b269-41d013510c42,USER57839,12days,2020-02-26
28ff97aa-252e-418c-9209-f1ab3f4e2fd8,USER10862,10days,2020-03-16
f00020e9-e668-4ae0-a032-7f8d74337f30,USER25851,10days,2020-06-18
2d6ce6b6-065c-48cc-9b59-d85768a47558,USER16876,5days,2020-03-10
5691d681-e49a-4f16-a7a7-abe0b0144bb2,USER08365,10days,2020-01-01
152634e6-f04e-4370-a836-084a778441a4,USER62135,9days,2020-01-17
00be53ee-f889-4d9c-96e1-84ff4c2d0e61,USER60654,8days,2020-01-31
9dd9d806-5325-4b1e-810d-dc6f4900c92e,USER04402,15days,2020-01-22
d38cf6d4-dc64-42ba-aa80-925c23c2c632,USER26302,3days,2020-06-24
292d03b7-ca93-416e-86ed-c24fba820431,USER36001,5days,2020-05-21
4c65a587-a27d-4232-bc3c-de5e57d600ba,USER39724,13days,2020-02-16
aabcaf23-1639-40b9-851f-31709aaacf7a,USER48890,15days,2020-05-19
85fdfedb-0d3e-4770-a0b7-40d6ce223bd6,USER49969,13days,2020-03-29
bf979da6-b229-483c-aa22-42c96489e896,USER01531,5days,2020-01-15
91ea036b-cb88-4859-8244-3d1c7399c9b1,USER00829,7days,2020-03-07
3260ad9b-3876-4e48-882b-5485276f06b9,USER63608,4days,2020-06-18
bddefb38-14d2-47e0-840f-e122014183de,USER63901,3days,2020-03-29
28daf3e4-9c8b-40f7-a9b7-cb62cba6be76,USER03366,6days,2020-01-17
3735700c-e459-4465-bb3d-26d847cd38bb,USER02471,11days,2020-06-01
2e4678d4-bd8e-41cf-811b-231017d01e2e,USER05232,6days,2020-06-09
a4431183-9535-47d0-9317-4c54544926ff,USER13608,12days,2020-01-27
fbe88754-8d14-4ba1-886f-5763302e4cfc,USER11909,5days,2020-06-13
dd971294-f28d-40be-8f20-624ed0e90f81,USER50147,14days,2020-02-16
8f85caaa-603d-4b67-bd0d-a55011e80879,USER57213,12days,2020-02-07
4ea15562-f37a-43fc-b965-7a16a0eaac58,USER46446,12days,2020-06-21
b1b39d6b-57d0-40db-a7fc-3d9f569eb47a,USER54233,4days,2020-04-01
1570f4c6-a176-4ab0-ac84-195663b7f55f,USER41760,9days,2020-04-23
7609ec92-9d6e-4fc1-b6c7-37052c12f0dd,USER45153,3days,2020-05-16
72f133fd-b942-43e3-98bf-006dfbd8b020,USER04328,12days,2020-04-05
a0c8846a-5f56-416c-8fd2-f21d3883de5d,USER32243,14days,2020-01-22
74f22ef3-7ccf-42dc-abec-1e9ab683882f,USER28991,13days,2020-03-06
e3a856ba-cceb-4f3c-b088-15e1ccac2eb1,USER39693,4days,2020-05-27
040a5b5f-56ab-4479-ba0d-7fe6cebb527d,USER60489,11days,2020-06-28
521b6c7a-97e2-4c5f-a225-bbe259524457,USER32230,5days,2020-06-26
0dc6ea26-75f6-4396-a100-767c18377f68,USER62480,6days,2020-05-17
411dbdde-a5b9-4f8b-ac6e-9ec62261df34,USER03861,8days,2020-02-26
a7b51908-7c5e-4cb0-bbf1-f6f0a678bb7a,USER56527,8days,2020-06-03
5c594e87-43f9-4042-b253-9eee8848c6bc,USER45898,3days,2020-02-06
74ac8257-6849-417b-ad8a-7afe296e8b6a,USER41384,15days,2020-03-06
ebda8f54-8687-41aa-803b-65f9df289afd,USER49771,7days,2020-05-22
4d299366-9cce-4113-aa65-241b9182b3f9,USER12322,5days,2020-01-30
bbe75b6d-5df3-412d-ab77-4349341ff708,USER33887,3days,2020-03-06
40643a0a-0f06-4025-bce1-ffd99d507625,USER59557,15days,2020-02-10
cded6666-6ce8-427e-b6ac-c7973be5317c,USER33370,14days,2020-02-19
3f991123-9004-450d-a419-8c4da0f49dd0,USER04749,11days,2020-06-20
8002c658-f6c0-4047-8f4d-8537f212206d,USER39708,4days,2020-02-08
21d0633f-34c0-4477-a167-3b28a567b495,USER16296,8days,2020-02-11
6bc5b9ba-ce3a-4c31-9065-341443c28efe,USER11128,3days,2020-02-04
1a28b9d0-890b-422b-aadb-14ac59c06f41,USER60576,7days,2020-05-04
035946a3-7068-4667-a0c0-6cce2e569683,USER49954,3days,2020-01-12
e1b249f7-90be-4480-87ae-dc1d845cb38a,USER23785,5days,2020-02-04
14a2019e-41f5-449b-ad67-00c417f990d0,USER01787,11days,2020-03-17
6f1a1b15-6ef6-41c7-a9c6-4a62f6de7cc2,USER48707,6days,2020-01-02
5e0fe325-95ca-4209-87e7-5d43a10a4efe,USER10519,5days,2020-04-30
d818d514-2252-47ad-b631-73ccc9104b06,USER18670,10days,2020-03-25
7540d0f1-5a34-4170-8d7e-f05cfcc8beb9,USER24221,8days,2020-02-17
80db3acf-2510-4428-8927-32b4a2c9e8fe,USER03208,10days,2020-06-01
40ec6a80-b30b-4951-a603-0eb7099eb389,USER08143,10days,2020-01-19
7e380967-c729-46fc-8bb5-3998e3b5bc29,USER13307,4days,2020-01-23
5db2bb2a-2284-43eb-b31f-7fb2d71b23f7,USER03828,7days,2020-02-15
21f391d3-66c8-4def-bb1e-790a7bda1de3,USER52979,3days,2020-01-19
fbe32810-7118-4447-9dd3-d3c8bc478a0d,USER05053,6days,2020-04-27
196370db-0c9e-4024-a277-74c6dc44f89a,USER60072,13days,2020-01-30
d96dab10-9aac-4914-9ecf-d90c6939cfaf,USER37990,10days,2020-04-05
8d571408-5b16-4a66-9f5a-71f82c88ff6d,USER09199,3days,2020-02-08
ca72b4a7-0377-458c-8169-ae99736a5646,USER35312,14days,2020-06-24
074abfc5-ce24-437f-952c-b23581bb3b92,USER21517,10days,2020-05-17
05c14385-7c77-4bbf-8dc9-cf2a52f2be9d,USER25633,7days,2020-02-23
736024d1-36e4-467c-b641-b34a531bab79,USER37395,8days,2020-02-23
b3705d92-8208-456e-b655-e902272f68b6,USER54934,12days,2020-02-01
fa6b91b2-f392-4985-ae4a-79d6bb6191e3,USER51082,13days,2020-02-18
eb05d37f-6b18-4bf8-9fc7-0dd1fa47d5b7,USER52635,4days,2020-04-07
aade7fc3-cc45-4d29-b744-d32481d2bc15,USER40627,9days,2020-03-06
858a842b-d6cf-42e7-b3bb-7397576e79d6,USER46409,3days,2020-06-24
015ee523-61b5-42d8-90ac-1997e4acee2d,USER09003,11days,2020-06-12
437bc385-061c-4eff-b7f9-c1b545e30d70,USER54817,7days,2020-02-23
ad7dc385-3f39-45e3-b212-0198ff58fe16,USER08257,6days,2020-04-20
7560ed2f-94fd-4e28-adfe-fa23904430f7,USER52640,9days,2020-05-28
88cbfe54-4d42-447f-99bb-ef3f2076dbf9,USER36917,6days,2020-05-18
3410259f-78d4-4905-af66-276b2ab56782,USER37328,11days,2020-05-25
bca624b0-0c7f-4034-9a76-490b8f453fcc,USER12489,7days,2020-02-15
10eeb954-9b83-4c9b-8328-d338c5c22d48,USER08484,7days,2020-03-24
480f5e16-7619-46f9-ab1b-f3cc80aef6eb,USER34440,12days,2020-04-07
6bbe8f31-cd52-4613-b99a-fa93a62b9529,USER14797,8days,2020-06-06
03d84b93-239f-4b80-8ca8-0f0441bbbcce,USER27781,8days,2020-02-08
555bd4e3-6e31-42df-98d1-5eabd883690c,USER28839,10days,2020-03-15
9474e8dd-89ab-4dee-8e53-1baa42e0fdd7,USER14576,9days,2020-02-15
a8b97217-6002-4aef-99e3-67e3c321bd42,USER40753,12days,2020-05-12
5f9f5ab8-7733-4d78-a104-3535e54f389d,USER50778,4days,2020-04-21
22e48a7b-9900-42c5-a5a4-88c0a2779764,USER12080,7days,2020-01-26
73398abf-5111-4bda-b222-f8f918bdf346,USER27532,10days,2020-01-14
4e3769a4-7db3-4dce-88d5-fbdb959e3df1,USER47752,6days,2020-04-10
771ca1d3-9abf-4915-a56a-d1835e81fa7b,USER47001,3days,2020-05-21
b3e9624a-8024-4610-9909-28a39ecd1455,USER61758,4days,2020-03-04
9f0af4b8-0cd4-4b0c-a758-2ba456ac346e,USER44909,14days,2020-05-29
a414a794-976a-4138-bcf2-7f361573a45c,USER59734,4days,2020-04-28
2b456caf-02ae-42de-941b-63bb99eb8175,USER19607,10days,2020-01-09
84d95c2f-e746-40c7-9ffb-0f3977aa1b0f,USER36917,14days,2020-03-05
99f7613e-0588-4403-bb5d-ce229cf66892,USER47360,6days,2020-05-09
15ae1388-08cc-4956-ba1c-c3a808cb6222,USER00422,15days,2020-05-17
e804be84-9e38-429d-a813-92396fbb9589,USER51313,12days,2020-06-17
a4ae37e6-db08-40f4-88c8-5adf4679aec6,USER51412,15days,2020-03-28
9ec950be-66af-4a08-bf3a-e30d7c1cb473,USER25659,12days,2020-05-05
0da44d3e-eb49-43f7-86b9-6a6e55294c43,USER57486,11days,2020-03-05
56c251af-d898-4b31-852f-85c9a2852603,USER62952,10days,2020-02-16
ef7b24e8-4cf6-47d9-8067-50df5887f6f5,USER40487,7days,2020-01-05
7f19e753-7c74-4efd-9036-dd871311d29e,USER32230,13days,2020-01-11
32b54f92-f639-4eb8-955a-6a556739d19b,USER47385,10days,2020-01-17
1c8dc1d0-d122-434a-b9f6-e3711d74394e,USER17326,12days,2020-05-11
4006763c-2a6e-4e09-b861-4373ad6ad5eb,USER21171,13days,2020-04-23
cfb5c235-66d8-49a1-a179-a8532c05c325,USER29567,3days,2020-05-08
0f79207e-b363-40fa-89ed-feee5587e165,USER53584,7days,2020-05-02
ec9c5f50-e5f6-407b-951e-14ac04809c5c,USER15771,12days,2020-05-29
cf893261-ee01-4203-9d07-bf4057a3e952,USER54365,10days,2020-02-01
6f60a7cc-d1c0-4ab1-9c48-18a97796f47b,USER07214,4days,2020-02-29
fde8da90-c1cd-459d-a3e2-9554a0e81f4d,USER19343,15days,2020-04-14
59b22a7f-c260-455e-831f-ebe4a3d88642,USER33883,10days,2020-02-19
5a0465fc-f511-4358-97c7-d34b6e04dc30,USER47001,9days,2020-04-29
840d7600-beaa-423c-a83c-af50579d2ed3,USER15577,5days,2020-06-01
46d7b0ea-8da7-40e1-a408-f38d42e49119,USER33291,11days,2020-02-24
253716d2-15be-437c-b5d3-272a62e0a390,USER03675,9days,2020-04-22
8a36aab2-5fcc-41bc-9093-da650708519b,USER35900,11days,2020-02-20
dba6b14d-ef15-42bf-9ac4-3fa2788fab6d,USER65111,11days,2020-04-19
d6b8d1a0-6c6c-4472-b700-80e998fc4677,USER51182,4days,2020-06-25
a608250f-a86e-419b-8b66-a69c5b1e6f66,USER18786,4days,2020-03-24
1352e7da-a1b6-4dc5-bf77-3637cd4a684a,USER43128,15days,2020-05-04
9fca24fa-845b-411b-afd3-209500f8c7e3,USER29876,15days,2020-05-10
1fdff821-86c4-4d98-be94-8bd388a28def,USER53772,10days,2020-06-17
27bb8ead-1ff5-4c80-ad4f-cd523a316f9c,USER38790,7days,2020-03-12
533a1cf6-880a-4ae5-8969-4d9ef04ea6cd,USER57332,6days,2020-03-27
b9291e4e-b8d8-4540-b22d-24d556146055,USER20804,14days,2020-03-21
ecbacad1-5a89-4e40-b2b2-8e1ae25bfe1d,USER36715,11days,2020-05-28
7d38c1a4-ad0a-4dac-9a40-1f87c7eb1869,USER12112,15days,2020-06-08
3339c1b0-4d10-4357-a600-15456d29f883,USER03797,4days,2020-02-15
85343011-b005-4c2d-8026-be012287efb6,USER11909,14days,2020-06-24
06b87fab-5558-4742-922f-87608d2233ed,USER58373,14days,2020-03-06
2971469f-b088-4589-9c0e-c0430e360e9f,USER43455,12days,2020-04-03
ccefb8ce-f733-411a-ad0f-c144c20559b3,USER07451,11days,2020-05-19
79ec0396-db22-4a88-bfbf-9a74a644e6a5,USER14471,6days,2020-03-17
899937a0-480d-452c-9b8f-35242335c8ef,USER00690,7days,2020-02-25
b5c42088-9c64-4af6-9f64-709ecab936f5,USER14922,8days,2020-02-06
12bfad16-e4d2-4d1f-ab7e-b87fafd7d265,USER13754,8days,2020-06-13
dd703814-bf36-42aa-89bb-ebe4f7f3e177,USER06635,14days,2020-04-14
59dfd0b2-31ac-43f9-bdc0-5c3c11a82da1,USER57056,9days,2020-06-03
2ab925dc-5496-4059-8bbe-f6d715ea9faa,USER03138,10days,2020-02-27
1e249de3-e378-4884-977f-95e04ea4f244,USER47360,10days,2020-02-29
bcf1915f-2b97-45d6-9b86-6709ccd9d759,USER42011,7days,2020-02-10
3857ffa5-8b61-4af5-aa7a-6d1b1c5e0238,USER29965,14days,2020-02-06
16dd5c66-b107-4cb3-89e4-45c7aabf3ad2,USER49669,13days,2020-04-13
45590098-eac6-4468-afd7-ad199a1b3827,USER61412,6days,2020-04-26
