order_id,user_id,estimated_arrival_in_days,transaction_date
d598de36-9b86-4d19-8e0a-d5421153b969,USER54885,4,2023-03-08
f76436ff-05fa-4811-8476-2b2accaa1e5b,USER15480,7,2023-01-04
da870cab-1b22-4b79-b7eb-6641100823ed,USER38981,15,2023-02-02
262246cf-a0e5-4e97-85ec-d974a05cf0f2,USER33626,10,2023-01-26
ae6c4218-f10f-41f6-9d9e-9f7b62644d09,USER48077,4,2023-03-05
f56b4fd7-7c17-47bc-8af4-fa9c7db1ca5b,USER09843,13,2022-12-24
d7ae1d75-9ce0-4c0c-b2f5-99e31f15afbd,USER11238,8,2023-02-11
f6edb0ea-305a-4f42-a123-a4c9b75e53c6,USER42343,9,2022-12-17
01a1bca0-d248-40f4-995a-29604f11a8fd,USER17683,7,2023-03-26
df62052b-bd41-47cd-80a6-74f5d48fe398,USER19350,11,2023-03-17
4887fd4f-6815-4a79-b07a-f5099a8df9ed,USER28974,7,2023-02-09
9bc748eb-831f-409e-ae6f-7727e02f82b0,USER41336,11,2023-04-05
1750cfe1-0da3-46c2-990b-cbadae41d23a,USER33434,5,2023-04-01
5a2e1663-9614-4de8-9185-862349de0975,USER63019,14,2023-05-04
5ae8c2c5-c8ab-4195-886a-df56245ec7ff,USER25451,15,2023-02-04
96fec0dc-afc6-4121-8388-5f85528c67db,USER58134,6,2023-04-08
be4a8d3b-d885-4e90-99c5-2b5e1be3d002,USER48199,13,2023-03-15
210ed91e-2561-4231-b56a-150b419a3e1d,USER24106,12,2023-01-09
30abc819-3cef-4b88-ab78-a1cd175bba2e,USER62287,6,2023-04-29
600cd319-bbee-419b-b2c0-8571f0cf01b9,USER42854,14,2023-03-09
4f3f9022-c049-4ec2-9f83-ade86f0240c1,USER61244,13,2022-12-31
bd3e5d73-250f-48e6-95b6-6b438088e195,USER58350,15,2023-03-25
f9b9e36e-fbe2-4aa6-b914-666cd7615fe5,USER39409,8,2023-04-15
7e6fbf59-0bde-4621-b55e-bc24b242da1a,USER01319,13,2022-12-12
07709ab6-8956-4cde-9e87-4a20466052ef,USER35232,5,2023-03-17
95b328d5-0822-420e-a120-5e5549ee844a,USER42442,10,2022-12-20
227d6d40-4634-4b72-aac2-84cc8504cf95,USER25493,15,2023-01-28
9eff82c7-724e-4502-ab35-8b00665c0141,USER07158,10,2023-01-20
fd8b6084-3a1b-4913-98b3-ee623dafe5cc,USER03087,12,2022-12-05
e10f81f6-d4d5-461c-9feb-d6a683f7b6ba,USER54067,6,2023-04-29
e6b6e7ce-ef57-4284-b480-290709c013eb,USER15171,9,2022-12-06
ba543b08-134d-4e43-8e55-80aed40ca8bc,USER54415,14,2023-04-13
8385fea6-321b-49ae-9c07-6a5bf4ea5aa4,USER44340,12,2023-05-30
6a16ded8-0765-4608-9675-276ab26c161d,USER13744,9,2023-01-04
51e38dc2-8b01-4d63-b382-79f2dbfc8ea7,USER06310,8,2022-12-23
eee1334e-8233-4082-8f6c-5fb82703f8cf,USER17327,12,2023-03-21
543233dc-c535-444d-b43f-510bd8ed83f1,USER28659,13,2023-03-23
5bb74838-98a7-4295-a22c-42a69c66a928,USER00227,13,2023-03-24
5d8b5025-7b8a-4a94-aeef-3b82beac6d9a,USER48360,13,2023-01-20
808bc45f-d0e5-404f-93f4-e2e37ee343f7,USER06826,10,2023-04-14
50e7a06e-531d-40a3-808f-f76cf7950c73,USER00276,10,2023-03-26
c9f6994c-9195-49f7-8d37-b4d991237cba,USER58227,3,2023-05-18
f327275a-5df9-4845-82a8-cf74b41c23fb,USER52898,13,2023-03-21
81e4d0fb-61fb-40aa-b64e-816f98fdea9d,USER60001,15,2023-05-06
6004362d-7d3b-457e-a813-197944c2c591,USER37751,7,2023-05-30
2d64565b-483e-41be-81b5-de24720c07aa,USER05018,12,2022-12-01
ee169728-1d6c-4c38-9b72-5c80ce487b63,USER20829,7,2023-05-18
25aed634-d1f3-445b-88a3-5795faaacad4,USER38538,8,2023-03-19
84cbb81c-2c46-4e03-bbaa-5454b71ac9ea,USER42865,3,2022-12-11
43023e45-8041-4b21-b852-58e22efce6f4,USER47283,14,2023-03-08
2a166e08-278e-42d3-85e7-8f1bf05ca608,USER54382,15,2022-12-31
933e1aff-da25-4dbe-8b61-d7966cdd3dca,USER10055,14,2023-04-28
35be87ab-0e6a-4556-ac9a-294c9cd00ff5,USER31979,14,2023-02-02
cdf46ee9-bed3-4c61-888f-8619ca2ea404,USER55804,12,2023-02-25
8504ed9d-0392-48d6-a68f-64148ef9e686,USER05326,13,2023-05-06
41fe6e53-068f-4627-b1ec-766de878502e,USER50118,3,2023-03-10
f0c50a89-73bd-44a6-996b-5047808ff53f,USER20505,5,2023-04-04
3e8a5131-3072-4caa-a6e0-5ebc55fc9685,USER02855,11,2023-05-17
6cfb9313-4395-4d32-8676-258553f5d573,USER41784,14,2023-04-01
c8b520e1-4aba-4c74-96f5-43e933957997,USER02416,15,2023-01-18
12420ab4-2b7d-44db-8911-981c476827ea,USER03375,14,2023-02-23
038ad6cf-256d-4462-b45f-9bf87103c5f7,USER30221,3,2023-02-03
4a81473d-a580-4ed7-a91d-7daaf9abcb47,USER06679,13,2023-02-01
6e0dde51-0016-4d3e-b8a4-52958d0b54a1,USER42319,11,2023-01-03
de02184c-be79-475e-90f9-6ac6a5749f2f,USER10744,9,2023-05-08
593c0c23-c2fc-4d89-ab6b-778b2538c2d1,USER00242,7,2023-02-10
c4b64ab6-4eed-44c6-813a-3a87c5e88ceb,USER45624,4,2023-03-29
810e0c63-6143-4007-9860-f0e6de4e577f,USER06988,8,2023-05-05
6dac7a44-2159-46bb-8fb1-0b752ba33775,USER33362,7,2023-05-22
5c85d44e-0cc8-4c97-b696-7e8b280b37fe,USER38326,5,2023-05-31
58fa1d85-b6d6-4816-8d2e-21f11f88b2f0,USER27648,13,2023-04-30
7b9b8af3-93a5-4ac2-a53a-355cb836e448,USER48731,13,2023-04-12
6ebedb32-77df-4c89-8dab-b66924cf44c8,USER52963,12,2023-05-20
078bcf90-c810-4e69-89b6-715fd1353617,USER17517,11,2023-01-24
6d5d76fd-7855-41dd-a721-ab5c88857b6f,USER56296,11,2023-01-05
9c11003f-3bd7-4e50-b144-c6b1db84b343,USER09862,13,2023-05-14
9d45ccb5-3b36-48d3-92ac-ec621bf11fd7,USER55927,13,2023-03-11
e6c58f16-623f-4776-b29e-77b8829bcc98,USER39358,11,2023-01-08
334ca12a-038d-4db3-ad15-b0a3b00478e6,USER53464,15,2022-12-11
19ab4c21-25e1-4498-a019-d4ba05df230f,USER56225,12,2023-04-07
6b1ab7bb-8315-4f6b-99a6-09f2751a7a9a,USER23913,5,2023-05-22
8f54cfda-fde1-40e0-bbd0-87fe156e567c,USER64913,3,2023-03-18
3bde536b-c65b-4e06-a6bc-b7f408cbfcc9,USER64727,3,2023-01-09
237f0efa-7404-4910-9ff7-eaaf9f1d68d4,USER33533,11,2023-03-04
2a4af2cd-0d07-43e9-8a6e-376be765f467,USER41161,4,2022-12-16
14600255-25b0-47d0-b7b0-e0ef9df3584e,USER48631,13,2022-12-03
54eec35a-3f38-40c5-9fe3-eb28b3e00a43,USER19607,10,2022-12-15
55d66ffa-ef4a-47da-8f6c-0df6dea3b771,USER10125,6,2023-04-13
68e29ebf-0f4d-4118-a8af-24d3a4e4b5d5,USER22849,7,2022-12-29
1cd39e0f-60e3-4e63-8c12-2a4b680e8d18,USER43812,3,2023-04-02
b6d2f84b-d01b-4cdf-9ea9-3c222cf93a1e,USER37582,14,2022-12-11
49cf36fc-09ef-498c-8fac-0e5dcf7a182c,USER40135,5,2023-03-11
57a2ab88-a316-4158-b094-a29a4d1f2859,USER55089,9,2023-01-17
390b0ea0-18b1-4e6e-872b-3e626ddab0dd,USER32791,5,2023-04-01
3b34c712-d7c4-4266-9d7d-3039f34f8fbb,USER30863,8,2023-02-12
4b3afdc1-5041-4693-90f0-736458d93f35,USER13677,11,2022-12-10
24cf5992-fdbf-40b0-8826-937d94a86ff3,USER24284,4,2023-03-16
2cc04e5d-7456-48f6-928d-f54181809691,USER02964,13,2023-04-21
23d2d518-1436-4456-8310-a4fa6c84f964,USER44645,7,2023-05-27
fbae5ab7-d090-40c3-adfa-2a655a02f440,USER53519,10,2023-02-24
c575d956-ae64-4876-838a-3ab1f56a2d5b,USER63190,4,2022-12-18
2dfed907-b275-4881-9d57-db117ec65969,USER34046,5,2023-01-28
f316853e-cd76-4195-ac26-71d294092d1f,USER54766,11,2023-04-30
85aa1544-c4d4-4ec0-8c3e-ecbce1b2f5ea,USER40044,3,2023-05-08
d27b7b79-04f9-44ba-834a-d580d6d8b4ee,USER12016,4,2022-12-27
6fe54645-73b8-441e-afe0-078add87e2c6,USER64542,11,2023-01-16
b5ca508c-7856-460c-b71a-49dab94b97fb,USER10397,15,2023-01-05
6852f353-294d-4907-9eca-2da73c6edc76,USER20945,4,2023-03-17
214126e4-0765-4482-ad1c-f396ab552728,USER51028,13,2023-04-20
6a9a788e-7448-4800-b0f0-7fa28ed158d9,USER10558,12,2022-12-23
d53f0de3-901b-4551-9e1c-9c4c263fe837,USER45429,15,2023-02-01
c7c48647-6d9a-4461-a72b-d4399149f0f8,USER19657,12,2023-03-08
01288593-ccd9-4b7d-8364-f1dbd81f0b9f,USER46009,8,2023-01-17
281f8554-21f0-4d78-9db1-6cff76300ea5,USER11618,13,2023-01-05
5bb4d1ee-ce15-4f7b-96e3-ce492d7adaf5,USER23728,3,2023-03-09
67e22b20-0894-4b33-8d5b-931c3f0826a4,USER60248,5,2023-05-08
2b578b08-08d2-4bc7-b519-a7616c24c2d7,USER06147,12,2023-05-15
e0a8693a-6140-46f6-aa4e-4188134b5d5c,USER48528,3,2022-12-21
611bdec4-d0e2-4d9b-9d72-7d3c53f38cb3,USER50484,10,2023-01-19
775ae5bb-eb2f-45dc-bed4-c23182d119e0,USER08532,10,2023-02-05
6bfa5205-65bb-425f-8744-1806131df9df,USER00274,6,2023-05-30
9556a00b-a15a-418b-958a-a4d9d0c3b7d4,USER21317,14,2022-12-17
ca9ea2b3-4db1-4bf8-9b60-041501399079,USER07868,12,2023-04-22
b7f5bc47-e4a8-4303-bfd0-cdc99bfbbe79,USER51055,14,2023-03-07
2d488884-a7af-4521-b189-48aab0924f26,USER17174,10,2023-04-01
b845544e-7b21-44e6-b941-2a2153ac840d,USER65071,14,2023-01-25
0ef91d27-f0db-4503-a044-229511b7a8ce,USER45664,3,2023-03-21
371039f9-4caa-4da7-bbd0-acacd734c2a0,USER03541,10,2023-01-18
2f990c27-cb6f-40e4-9491-c0805ee3d93b,USER42561,3,2023-01-06
551227c3-4708-4dac-b9f6-1703f168f80b,USER45596,11,2023-03-01
be604e38-20e7-48f1-9597-098851e76e71,USER25983,7,2023-05-15
ec02e9e6-c93e-4404-91af-d2194c76e2f8,USER28633,15,2023-03-14
043e2b88-06f5-4278-a3f0-91929077f208,USER49660,3,2022-12-27
504f205c-f7b2-4b43-80a5-040c88be0291,USER32470,15,2023-04-03
b347c8c8-fd0c-4d7a-828f-66ecb447031e,USER45315,11,2023-01-15
51b96686-c987-468c-8e15-0d9a73e5b59a,USER06978,15,2023-04-20
1d51d5ce-e401-4d42-8bb1-445cb68526df,USER08761,4,2023-02-03
70f7620e-3771-4455-9aba-de3b85387671,USER09836,5,2023-02-08
795d218c-7602-4769-a746-ee786d2a4002,USER06245,13,2023-01-04
ab569073-02de-41af-9e0f-6664ce51ce36,USER13920,7,2023-03-16
2611141d-cfeb-41a7-8c8e-bbcbd9407619,USER04429,4,2023-01-17
0ad8c948-3505-4f0e-8657-8489edf0fc5c,USER37973,7,2023-05-25
e72d8398-d6d0-4836-8e57-379da71e3ecf,USER21852,10,2023-03-16
470523d7-49ef-4e6d-8f69-7973e959ef2b,USER33227,4,2023-04-25
999f4029-9dd7-4a18-bc75-7b7a944c90cf,USER55862,7,2023-03-01
21d6cc3c-f595-47a9-8cd7-cb0915243c4d,USER26783,14,2023-01-23
7153c33c-989b-4859-b501-ba256ae868d1,USER14397,9,2022-12-28
af2f5816-a931-4789-9573-57e0f447b642,USER29506,3,2022-12-31
8c8b1be4-ab43-4921-a98c-78d8d37c0cf1,USER01134,4,2023-05-20
5262493d-843f-4d37-97a3-55fefb7a5998,USER33900,9,2023-03-14
06d515d4-7389-442d-9314-dd068974478e,USER33722,14,2023-01-07
b0ebc23f-ddf1-4077-aa7c-0a92a8f38cc8,USER15301,11,2023-02-22
bc3ec059-ab2e-418e-9e43-0685a965958d,USER01362,12,2023-02-14
2502e8d4-9d8f-4f62-b37d-d3f811c998d3,USER61176,3,2023-03-05
e89b818d-ec24-42ad-aec2-5ff68dbf209e,USER20003,6,2023-05-24
ff7c3109-b2ed-4e65-b04c-28cabd587230,USER56935,9,2022-12-20
ef25a5e2-e23d-4193-b457-0fa284dd7cb7,USER52391,6,2023-01-21
56fb7b4b-9f1f-4d17-8121-722a9d502053,USER54512,7,2022-12-09
65f7790f-7baa-4d94-b4b6-e2160e18c4d8,USER55748,10,2023-04-16
8f5b4c7f-4a98-4510-bcbe-57a91a4971cf,USER12126,4,2023-04-27
64d54133-0026-4ecb-a998-15d185e64144,USER41062,11,2023-04-26
bcffd789-53c0-4e69-aeb8-4df6c29e3aaf,USER58010,7,2022-12-15
0dedaff0-beec-4e55-8285-1715ee686b0b,USER24731,7,2023-02-27
9269f156-0908-4cfd-8087-f596cef634e2,USER21779,9,2023-05-08
0e84284c-d3de-4aca-a4aa-d3072a3a37fd,USER06520,12,2023-03-21
c2d8f415-f5be-4786-aa3a-e2681afe5c12,USER22429,10,2023-04-01
52b021fd-15fb-4477-8403-13eb6ca88136,USER20476,6,2022-12-14
d26cc4af-3934-4f31-9039-8e323a49e338,USER47007,6,2023-04-15
92f06e0f-cab2-44ba-a84e-6c8083cda479,USER61885,7,2023-03-06
889d296d-4cea-463c-97de-ca05d32af1ce,USER28383,8,2023-04-08
adda69c8-f6b6-4282-8ae1-e7a1eda8726b,USER47857,4,2023-02-24
4caa9941-1f26-4704-a416-3e31acf32b57,USER49681,14,2023-04-13
7f7255ad-1a08-477b-a0a5-d490739a51f3,USER54865,9,2023-02-25
50810644-39c2-443d-a183-f82986e09024,USER55953,8,2022-12-26
22334528-acbf-4e00-9a5b-474e60113304,USER24800,8,2023-04-03
ef57a7a4-6a9a-42f4-b391-663482f3e161,USER11459,8,2023-04-29
5c4c7fbb-821e-4bad-a8cd-5594c4fb03bd,USER52400,13,2023-01-24
7044e783-7a11-4019-a09c-d15727d338f5,USER03479,6,2023-02-18
ce8357e8-53ef-4efa-b190-9768f4edf3ee,USER51152,11,2023-03-13
4c124bcf-5750-4eae-b749-11cdc3ce84b4,USER52542,8,2023-01-13
4f0a5edd-f731-44ed-97fd-32d3a8819b39,USER60066,4,2023-03-24
bcaf82c4-3bbe-4660-9cbf-50e10e6fac95,USER00304,7,2022-12-17
4892c5b7-7b00-4597-9963-6f8ea331d1dc,USER17463,13,2023-03-14
66abee03-1dc1-405d-9fa9-37c913e9abec,USER32910,8,2023-04-05
de19d488-47cc-4e2b-88b4-babdd2c631c6,USER12486,6,2023-03-24
54f444df-3f9f-4601-a0c8-0483061b4605,USER30863,6,2023-03-11
d62c6c94-8ea2-4b4d-bcc7-497de2950975,USER30188,8,2023-02-14
cf415250-f460-48eb-ac5b-8354d605c597,USER33782,8,2023-04-26
8b1b6811-1806-4f6d-9c1e-b4240c312e9f,USER49119,6,2023-02-17
077aa351-c44b-4ecc-ae96-9f8541ffd5d6,USER05314,8,2023-02-17
c43506ae-07f6-426e-a52a-a4e9d3116481,USER03087,4,2023-02-21
323110bd-778e-49ff-b7bf-fecf88f5f15b,USER33504,6,2023-03-07
23dedd3d-650e-463a-add2-0b0f9101961f,USER08832,5,2023-01-23
0c304ae0-55f2-4337-b270-7f0b81265a45,USER08178,14,2023-01-18
2ab16291-bf1b-4266-848a-7532170658dd,USER02322,10,2023-05-30
303ef205-bceb-4086-87f4-7722a926face,USER17411,3,2023-05-08
9ed232c1-f9e1-45a5-aec6-d6e128bf12bf,USER64836,12,2023-04-28
5d7397f2-1ce5-41bd-81e3-66748290a77b,USER62168,13,2023-02-13
59f096a0-1bf9-43c1-9767-f70f67264a5f,USER18753,4,2023-02-16
0a641aa8-83ec-4a74-8cb7-6b8a0f3aca6f,USER52526,3,2023-03-23
e033bf61-c79c-4314-b9f2-4951521a270b,USER18756,3,2023-05-09
a3b6db4b-d1ac-40d6-b3af-0563eb46ec25,USER14490,6,2023-03-03
06c1a51f-5371-4f7e-ab3f-b0e3a4c2b899,USER08295,4,2023-02-05
7f352b5b-913f-4510-868f-ad9238cf2d5c,USER01179,11,2022-12-29
628034fc-1c7f-4d85-8222-1e227b9a94aa,USER46780,3,2023-01-14
bcf11cdb-ce0d-4283-afab-370c7f841524,USER12260,8,2023-04-28
cf9a19c6-d0b1-4fcd-b611-932d18acc94c,USER59025,13,2023-01-28
dbd2dda1-0b5b-4738-a16c-5b520399ddff,USER20829,8,2023-05-13
052c291a-75a9-4da6-bf99-dbaf731680e6,USER30229,15,2022-12-13
c66a4b4c-ce7c-4d4d-9fc0-52fdc94cfd18,USER02104,7,2023-03-19
f3aa9882-2ce1-4f05-b9f3-b139af65aaf9,USER41283,5,2023-02-24
f1859e2b-2308-4ef7-80e1-fc6e479825c3,USER12260,7,2023-05-18
e123a668-9e70-4692-b4b6-cfb5732f0b14,USER25875,6,2022-12-18
ecda2c16-421d-4293-a47b-800ef23ea440,USER43652,5,2023-03-20
4cf26b1e-efdf-4548-b57b-08ec4c309399,USER18081,10,2023-01-30
27e4c79b-25b6-4025-9436-5932f8dfd8ed,USER01218,10,2023-02-19
2d37dbbc-880a-4b83-9f24-265b9c99e0a1,USER53402,6,2022-12-03
ce0422f4-cddf-4ea4-92cc-cf5168781e47,USER13029,3,2023-03-09
955f92a5-9a38-459b-b2e9-187308655677,USER23444,4,2023-04-28
e40060e0-549a-4f00-b648-a4a232d5c878,USER24623,10,2023-02-13
ed2b652b-5548-45cc-a6f4-641b0fce6ad0,USER18804,10,2023-01-06
88c65d26-ceff-498c-9df5-4c43147ef2d3,USER09090,3,2022-12-05
c3d990fa-68b4-477f-85fa-d167338c156d,USER28853,12,2023-01-12
841ebf01-e2a8-4c79-9621-142d250391d1,USER41845,13,2023-02-27
48cb5cc3-8835-4919-8b76-959b68311150,USER22028,4,2023-02-06
cdafd270-e60e-4cb8-93aa-310f3c6aa8a9,USER46511,15,2023-03-09
b9217706-3c2b-4b14-9f0d-457d773f37e1,USER22653,12,2023-05-29
15765971-bcaa-4261-a570-b4ec0638b57c,USER31469,6,2022-12-07
1c7730a1-c48a-47c2-869d-cf2248a87b6d,USER51074,13,2023-05-05
4441bffd-146d-413d-a2d4-4176907c3709,USER45050,13,2023-04-15
4cea567f-56e8-4999-8099-c773a7ad2856,USER39776,7,2022-12-28
f16a46c6-b695-492c-a470-a30f352c264a,USER51992,3,2023-03-23
290fea4c-2284-466d-8675-526809a4091d,USER54518,12,2023-03-12
b636dd9c-72e9-45b1-8f75-2f37ffa91a45,USER20411,9,2023-01-29
f97b599c-7b88-4910-b859-b094ecc3ca35,USER24977,13,2022-12-28
db07f9ce-c001-4d40-b676-ec1ac5ec59bb,USER23821,13,2023-05-29
9f9d52d8-9ed8-4f13-873c-97e761468806,USER39693,8,2023-04-28
164d60ac-3c98-46ae-9f1d-6d2294fb1bea,USER51677,4,2022-12-29
0118e961-cba0-44cd-a479-3be720289268,USER46069,15,2023-03-25
cfe6f235-3f7c-4802-81d8-fd2818258eaa,USER31624,15,2023-03-13
95bb8ac1-a713-4b83-a2e0-6df5494350d8,USER21427,10,2023-04-01
0a6c9433-6926-427e-a965-0bf12dcffdd2,USER47385,7,2023-03-21
27db914d-b090-4329-bdc1-cb86cdbe2001,USER23024,15,2023-02-23
2db9a097-0dd0-4082-8dce-1a4ad5dff8d6,USER64248,6,2023-01-10
af18a9fd-f13c-43c6-b1c9-0f754cdb098a,USER64653,9,2023-04-21
ee4ea536-b7f0-41bd-b510-4de9b18e87bd,USER57256,10,2023-05-31
815bbf07-746c-442e-8a3f-25491552e9bf,USER33464,7,2023-01-30
9242025f-d941-4f85-83bf-e475d285eeae,USER03074,5,2022-12-04
